,sentence.id,sentence.id,agent.id,agent.id,wpm,wpm,lev.distance,lev.distance,gaze.shift,gaze.shift,bs,bs,immediate.bs,immediate.bs,delayed.bs,delayed.bs,gaze.keyboard.ratio,gaze.keyboard.ratio,fix.count,fix.count,finger.travel,finger.travel,iki,iki,correct.error,correct.error,uncorrected.error,uncorrected.error,fix.duration,fix.duration,chunck.length,chunck.length,error.rate,error.rate,kspc,kspc,sentence.length,sentence.length
tried to call but couldnt reach you>,716.0,,0.0,,19.39033010388396,,0.0,,13.0,,4.0,,0.0,,1.0,,0.7965545979235515,,56.0,,130.30259111997793,,506.3442326964405,,1.0,,0.0,,328.715748127556,,1.44,,0.0,,1.2285714285714286,,35.0,
trip was good i presume>,385.0,,0.0,,23.55187452457084,,0.0,,7.0,,0.0,,0.0,,0.0,,0.7829057036610294,,28.0,,79.96051696163221,,509.51358404533033,,0.0,,0.0,,306.4372489668062,,2.3,,0.0,,1.0,,23.0,
trow said the profit return was very high>,1356.0,,0.0,,24.836128462500504,,0.0,,9.0,,0.0,,0.0,,0.0,,0.8161418793672713,,46.0,,130.8683580042136,,483.1670933784436,,0.0,,0.0,,291.1233026806343,,2.4,,0.0,,1.0,,41.0,
trust me the men are the ones showing restraint>,1339.0,,0.0,,18.44869529434745,,25.0,,11.0,,4.0,,0.0,,1.0,,0.7853821980304135,,37.0,,85.16631152204259,,515.8761217237059,,0.0,,1.0,,337.224544115228,,1.5625,,53.191489361702125,,0.5957446808510638,,47.0,
try and redraft and let me know>,509.0,,0.0,,18.49732116976161,,0.0,,12.0,,6.0,,1.0,,1.0,,0.8149487885036031,,45.0,,140.9006235116753,,494.28006677006704,,1.0,,0.0,,316.4172803934649,,2.25,,0.0,,1.3225806451612905,,31.0,
try it again and let me know>,1291.0,,0.0,,22.85211366955913,,0.0,,6.0,,0.0,,0.0,,0.0,,0.8582420970091839,,39.0,,113.77215424440348,,525.1155395741346,,0.0,,0.0,,308.6341508550375,,1.9285714285714288,,0.0,,1.0,,28.0,
try this one now and let me know>,74.0,,0.0,,19.870658865126256,,0.0,,13.0,,1.0,,1.0,,0.0,,0.7673905333748628,,54.0,,134.02460372180803,,569.3966058741366,,1.0,,0.0,,352.3472640055885,,1.434782608695652,,0.0,,1.0625,,32.0,
two raf hercules transport planes airlifted foreign evacuees>,482.0,,0.0,,21.97964072161845,,0.0,,18.0,,1.0,,1.0,,0.0,,0.798521025707234,,80.0,,228.58430341584605,,512.3622630674752,,1.0,,0.0,,313.58194253158325,,2.2142857142857144,,0.0,,1.0666666666666669,,60.0,
twothirds of our tickets have been sold in the united states>,115.0,,0.0,,22.2031751945037,,0.0,,19.0,,2.0,,2.0,,0.0,,0.8460579896732733,,84.0,,230.0617184066733,,507.2039635270817,,1.0,,0.0,,297.93180480311565,,2.074074074074074,,0.0,,1.0666666666666669,,60.0,
txu is off everyone else ok>,223.0,,0.0,,22.91608381752439,,0.0,,11.0,,0.0,,0.0,,0.0,,0.8055329730420079,,36.0,,95.87405910387764,,523.6496818371452,,0.0,,0.0,,318.8362261746389,,2.25,,0.0,,1.0,,27.0,
ty needs to work on our model before we could start anything anyway>,363.0,,0.0,,19.602254713342543,,4.0,,18.0,,11.0,,0.0,,3.0,,0.8300031624993539,,83.0,,246.93367260447212,,455.5717027827952,,0.0,,1.0,,289.9473303151987,,2.96,,5.970149253731343,,1.2686567164179106,,67.0,
until he can practice for a couple of weeks we wont have him>,1296.0,,0.0,,23.32247890730564,,0.0,,18.0,,0.0,,0.0,,0.0,,0.8313877533578328,,79.0,,214.275573077672,,514.5250660400882,,0.0,,0.0,,306.4359431272994,,2.32,,0.0,,1.0,,60.0,
until we can answer these questions we cannot terminate anything>,623.0,,0.0,,20.87385734026076,,4.0,,25.0,,5.0,,0.0,,1.0,,0.7540446056867531,,85.0,,207.97315465718935,,493.9125043766724,,0.0,,1.0,,312.6034211081876,,1.9411764705882355,,6.25,,1.09375,,64.0,
upon returning to the u>,864.0,,0.0,,23.094241323635188,,0.0,,10.0,,0.0,,0.0,,0.0,,0.7889116605716322,,34.0,,67.35981980794338,,519.610054811323,,0.0,,0.0,,305.27225379299495,,1.7692307692307692,,0.0,,1.0,,23.0,
us president bill clinton favours lifting the embargo>,1489.0,,0.0,,22.787439042233608,,0.0,,17.0,,0.0,,0.0,,0.0,,0.7825308698583118,,78.0,,164.02150113510993,,526.6059067787097,,0.0,,0.0,,321.5108610086153,,1.46875,,0.0,,1.0,,53.0,
us ships will also lead a second task force>,932.0,,0.0,,19.95329923381216,,0.0,,18.0,,3.0,,0.0,,1.0,,0.7969608218304839,,66.0,,175.4389404273685,,529.2357858346252,,1.0,,0.0,,334.76269842813485,,1.7692307692307692,,0.0,,1.1395348837209305,,43.0,
us vessels will form two separate training units>,1474.0,,0.0,,14.66218826348398,,2.0,,28.0,,15.0,,3.0,,4.0,,0.7739166960277619,,93.0,,240.1852197534687,,512.8838795999147,,0.0,,1.0,,346.08668865691743,,1.5,,4.166666666666666,,1.5416666666666667,,48.0,
using stoerner in your starting lineup would be a risky move>,854.0,,0.0,,18.12519904797309,,4.0,,22.0,,11.0,,1.0,,2.0,,0.8257143907889105,,90.0,,222.9935761479378,,477.69008357839255,,0.0,,1.0,,305.5356626391605,,2.09375,,6.666666666666667,,1.3,,60.0,
valerie i should have greeley on monday for august>,1407.0,,0.0,,15.142208349402898,,2.0,,21.0,,17.0,,2.0,,2.0,,0.8282490347431033,,86.0,,229.78769328172743,,456.8453226372568,,0.0,,1.0,,300.2445637494128,,2.09375,,4.0,,1.68,,50.0,
valerie the prices look fine in sitara>,421.0,,0.0,,21.72535031851969,,0.0,,16.0,,0.0,,0.0,,0.0,,0.7613281930818295,,57.0,,138.42137056136397,,552.3501266523027,,0.0,,0.0,,335.4939132896179,,1.7272727272727273,,0.0,,1.0,,38.0,
very foggy this morning>,1438.0,,0.0,,22.814119841728388,,0.0,,8.0,,0.0,,0.0,,0.0,,0.7099137223029853,,36.0,,66.22281805301498,,525.9900484107777,,0.0,,0.0,,320.5113119372055,,1.25,,0.0,,1.0,,23.0,
very truly yours acme costume co>,597.0,,0.0,,22.97929071723193,,0.0,,12.0,,0.0,,0.0,,0.0,,0.7736697089295189,,45.0,,106.16008499429326,,522.2093295943781,,0.0,,0.0,,313.1487678794619,,1.7647058823529411,,0.0,,1.0,,32.0,
vietnam planned to upgrade its current fleet of soviet aircraft>,1250.0,,0.0,,18.51961195485721,,4.0,,16.0,,18.0,,0.0,,3.0,,0.8948337825794056,,79.0,,256.81679226888195,,423.1586878267274,,0.0,,1.0,,279.07603885504204,,3.9,,6.349206349206349,,1.5396825396825398,,63.0,
wang said that his release was a miracle>,1184.0,,0.0,,18.832906151347554,,0.0,,16.0,,6.0,,0.0,,2.0,,0.7894014308169314,,57.0,,169.46866828357645,,492.9148371113344,,1.0,,0.0,,320.60178244689547,,2.095238095238096,,0.0,,1.3,,40.0,
wang urged the international community not to forget the prisoners>,886.0,,0.0,,23.143684522044435,,0.0,,18.0,,1.0,,1.0,,0.0,,0.8181463551974454,,90.0,,232.3031564564789,,503.47099667491335,,1.0,,0.0,,295.97543245354353,,2.1333333333333333,,0.0,,1.0303030303030305,,66.0,
wang was to meet with clintons national security advisor>,1337.0,,0.0,,19.53405238717509,,1.0,,24.0,,3.0,,1.0,,1.0,,0.7621187891196917,,93.0,,218.51835935886285,,554.8623226041624,,0.0,,1.0,,349.331935246004,,1.4390243902439024,,1.7857142857142856,,1.0892857142857142,,56.0,
was it a car wreck>,900.0,,0.0,,26.44165586394342,,0.0,,3.0,,0.0,,0.0,,0.0,,0.8975656732126103,,20.0,,52.92336332446442,,453.82936914943866,,0.0,,0.0,,248.05898181707883,,2.4,,0.0,,1.0,,18.0,
was wondering if you and natalie connected>,646.0,,0.0,,22.6095454090198,,0.0,,12.0,,2.0,,0.0,,1.0,,0.861703575771563,,53.0,,151.4844850296334,,485.5791306567133,,1.0,,0.0,,286.6923703036217,,2.6666666666666665,,0.0,,1.0952380952380951,,42.0,
washington was not moving toward a unilateral lifting of the embargo>,1276.0,,0.0,,22.04316704349056,,5.0,,22.0,,1.0,,1.0,,0.0,,0.7922741931603897,,90.0,,214.67598369476417,,527.8898269656722,,0.0,,1.0,,321.8220364785395,,1.8571428571428568,,7.352941176470589,,0.9558823529411764,,68.0,
wasnt nearly as bad as i thought>,1312.0,,0.0,,24.142504266335248,,0.0,,9.0,,0.0,,0.0,,0.0,,0.7687370745125627,,42.0,,97.16801519210156,,497.0486850750202,,0.0,,0.0,,291.52500277058,,2.0,,0.0,,1.0,,32.0,
watch for more details coming soon>,237.0,,0.0,,21.28932280346123,,0.0,,13.0,,3.0,,0.0,,1.0,,0.8122842185128848,,47.0,,121.1991304584954,,481.17558898392633,,1.0,,0.0,,295.91272253060174,,2.3125,,0.0,,1.1764705882352942,,34.0,
we all know that it does exist>,609.0,,0.0,,20.07231512080048,,0.0,,11.0,,1.0,,1.0,,0.0,,0.7513233115109225,,47.0,,133.709810175455,,561.6057343104186,,1.0,,0.0,,350.3895455672378,,1.6666666666666667,,0.0,,1.0666666666666669,,30.0,
we also decided against a formal seating arrangement>,79.0,,0.0,,20.645564787819083,,0.0,,21.0,,0.0,,0.0,,0.0,,0.7440505461579492,,85.0,,202.33774640435823,,581.2386400337191,,0.0,,0.0,,370.8476039526039,,1.368421052631579,,0.0,,1.0,,52.0,
we are about to leave heaven>,771.0,,0.0,,24.426758243885253,,0.0,,7.0,,0.0,,0.0,,0.0,,0.8532319981863027,,34.0,,99.81780695164208,,491.2645337620254,,0.0,,0.0,,281.53954526132225,,3.0,,0.0,,1.0,,28.0,
we are all doing reasonably well i think>,656.0,,0.0,,22.14813470992961,,0.0,,15.0,,1.0,,1.0,,0.0,,0.73015640788935,,54.0,,130.7383931279683,,516.606053510528,,1.0,,0.0,,325.7353561776149,,1.818181818181818,,0.0,,1.05,,40.0,
we are all fragile>,905.0,,0.0,,22.445894389202845,,0.0,,7.0,,0.0,,0.0,,0.0,,0.7595071025789462,,26.0,,70.18308360683872,,534.6189281623085,,0.0,,0.0,,325.0447429498124,,1.5454545454545454,,0.0,,1.0,,18.0,
we are also in touch with the u>,973.0,,0.0,,21.874487048268364,,0.0,,13.0,,0.0,,0.0,,0.0,,0.7750769830821357,,48.0,,112.35084428709838,,548.5842924462976,,0.0,,0.0,,330.21123247360697,,1.6666666666666667,,0.0,,1.0,,31.0,
we are delayed got another minutes on the runway>,934.0,,0.0,,18.48437579096576,,0.0,,16.0,,11.0,,1.0,,1.0,,0.8407351520964622,,68.0,,186.52479077658572,,448.0373172727178,,1.0,,0.0,,288.4573404781435,,2.6818181818181817,,0.0,,1.4583333333333333,,48.0,
we are down to employees here in denver>,556.0,,0.0,,23.757275908226205,,0.0,,13.0,,0.0,,0.0,,0.0,,0.7441568323531186,,48.0,,124.9000479338757,,505.1084158956488,,0.0,,0.0,,307.8298252838208,,2.294117647058824,,0.0,,1.0,,39.0,
we are going to send some money to a fund to help the victims>,236.0,,0.0,,17.48616414449494,,60.0,,2.0,,2.0,,0.0,,1.0,,0.6450362809072112,,5.0,,11.24621125123532,,411.7541125945985,,0.0,,1.0,,199.614068064918,,1.5,,98.36065573770492,,0.0655737704918032,,61.0,
we are happy to give a pay rise>,714.0,,0.0,,20.35606979429749,,0.0,,12.0,,1.0,,1.0,,0.0,,0.7692262878522628,,52.0,,130.902781451624,,554.8280076256536,,1.0,,0.0,,342.36266985240604,,1.2727272727272727,,0.0,,1.064516129032258,,31.0,
we are having fun>,893.0,,0.0,,23.41515359156809,,0.0,,5.0,,0.0,,0.0,,0.0,,0.7744223698415192,,26.0,,53.63249373396599,,512.4886306242834,,0.0,,0.0,,297.5869752860893,,1.5,,0.0,,1.0,,17.0,
we are heartened by the many notes of care and concern>,1028.0,,0.0,,23.08961474702614,,0.0,,20.0,,0.0,,0.0,,0.0,,0.7563135445253506,,71.0,,171.38320449661273,,519.7141715647532,,0.0,,0.0,,318.9658687095289,,2.0,,0.0,,1.0,,54.0,
we are in the process of making a change>,1418.0,,0.0,,24.49651103175533,,0.0,,9.0,,0.0,,0.0,,0.0,,0.8494738293089426,,47.0,,146.49795999702627,,489.8656786039512,,0.0,,0.0,,278.15781510441565,,3.333333333333333,,0.0,,1.0,,40.0,
we are looking at military assistance>,806.0,,0.0,,22.35029042086524,,0.0,,12.0,,1.0,,1.0,,0.0,,0.8337044629668312,,52.0,,128.2811667458207,,485.7718916711305,,1.0,,0.0,,274.39640768524305,,2.25,,0.0,,1.108108108108108,,37.0,
we are on a plane coming back>,1305.0,,0.0,,17.780659622515095,,0.0,,15.0,,4.0,,0.0,,1.0,,0.7450622478126946,,53.0,,113.51649147359296,,532.8083665990706,,1.0,,0.0,,356.206901046081,,1.2692307692307692,,0.0,,1.2758620689655171,,29.0,
we are proceeding with a great reception so far>,755.0,,0.0,,24.778437639853617,,0.0,,12.0,,0.0,,0.0,,0.0,,0.8725514319316707,,56.0,,155.11006741298303,,484.2920354550204,,0.0,,0.0,,277.3434464768919,,2.8666666666666667,,0.0,,1.0,,47.0,
we are sitting in weils offices waiting to negotiate>,728.0,,0.0,,18.77163562312108,,0.0,,17.0,,10.0,,0.0,,2.0,,0.8308432951720426,,78.0,,210.24040841575595,,464.12198393582105,,1.0,,0.0,,299.41232475319447,,2.2142857142857144,,0.0,,1.3846153846153846,,52.0,
we are somewhat emasculated bystanders>,72.0,,0.0,,23.57801188433743,,0.0,,10.0,,0.0,,0.0,,0.0,,0.8095756974131879,,48.0,,133.58747186361038,,508.9487637408244,,0.0,,0.0,,305.84411093517696,,1.8888888888888888,,0.0,,1.0,,38.0,
we are waiting on the cold front>,720.0,,0.0,,17.352091603157795,,0.0,,11.0,,10.0,,0.0,,2.0,,0.8493428428428605,,44.0,,133.61003827517746,,430.5935148387425,,1.0,,0.0,,280.09753307891106,,3.230769230769231,,0.0,,1.625,,32.0,
we are working on this as we speak>,992.0,,0.0,,21.877738236807048,,0.0,,10.0,,0.0,,0.0,,0.0,,0.7463051459550368,,48.0,,128.30875451671085,,548.5027688927748,,0.0,,0.0,,346.00100848476643,,1.7,,0.0,,1.0,,34.0,
we can discuss options early next week>,172.0,,0.0,,24.78161233727599,,0.0,,12.0,,0.0,,0.0,,0.0,,0.7717725770892023,,45.0,,118.0163590138005,,484.229994266751,,0.0,,0.0,,285.8497968835168,,2.7142857142857144,,0.0,,1.0,,38.0,
we can have wine and catch up>,56.0,,0.0,,18.889354133135896,,0.0,,11.0,,6.0,,0.0,,1.0,,0.8572595627641623,,40.0,,119.85274721095274,,453.77033597948616,,1.0,,0.0,,273.2761571564611,,3.1818181818181817,,0.0,,1.4137931034482758,,29.0,
we can work around these plans if you prefer>,1347.0,,0.0,,21.741359471317303,,0.0,,16.0,,0.0,,0.0,,0.0,,0.8027632987914679,,60.0,,172.95442013606038,,528.456452655834,,0.0,,0.0,,321.6235959473224,,2.2,,0.0,,1.0454545454545454,,44.0,
we can work with it either way>,1285.0,,0.0,,21.27321424412608,,0.0,,7.0,,3.0,,0.0,,1.0,,0.8809373285299279,,40.0,,116.88510524346546,,472.6156535949974,,1.0,,0.0,,280.8971804698857,,2.909090909090909,,0.0,,1.2,,30.0,
we cleaned him up as well as we could>,1056.0,,0.0,,21.787528309994748,,0.0,,12.0,,2.0,,0.0,,1.0,,0.7961872588189643,,44.0,,145.2055198923449,,498.3191623513477,,1.0,,0.0,,311.0575028907123,,2.6,,0.0,,1.108108108108108,,37.0,
we controlled the race from the start and im satisfied>,784.0,,0.0,,21.80469219569086,,0.0,,24.0,,0.0,,0.0,,0.0,,0.7095371446958764,,85.0,,170.79470503636028,,550.3402612751165,,0.0,,0.0,,344.7342756337987,,1.325,,0.0,,1.0,,54.0,
we could do it at my house>,216.0,,0.0,,22.605520956916724,,0.0,,9.0,,0.0,,0.0,,0.0,,0.7996969009645961,,37.0,,96.31997912845216,,530.8437714340001,,0.0,,0.0,,310.990833756853,,1.9230769230769231,,0.0,,1.0,,26.0,
we currently have employees>,471.0,,0.0,,23.55738920552685,,0.0,,7.0,,0.0,,0.0,,0.0,,0.7504900386367308,,36.0,,87.00862687382167,,509.394309161588,,0.0,,0.0,,308.7079427557777,,1.7857142857142858,,0.0,,1.0,,27.0,
we dont have any ability to veto their decisions>,61.0,,0.0,,22.054862221312383,,0.0,,17.0,,0.0,,0.0,,0.0,,0.7858976990894321,,71.0,,170.38613911393537,,544.0977086859323,,0.0,,0.0,,330.24090802209264,,1.7037037037037035,,0.0,,1.0,,48.0,
we dont recommend mcnair this week as a result>,637.0,,0.0,,17.755488659966478,,0.0,,18.0,,8.0,,1.0,,2.0,,0.8202903708921752,,72.0,,213.44167112903867,,504.2035803028051,,1.0,,0.0,,330.49267356020664,,1.8928571428571428,,0.0,,1.3478260869565215,,46.0,
we dont recommend you use him in a fantasy league this week>,530.0,,0.0,,23.17879919764244,,0.0,,21.0,,0.0,,0.0,,0.0,,0.7793273993598292,,80.0,,188.79376774918455,,517.7144811375967,,0.0,,0.0,,317.51059159391053,,1.870967741935484,,0.0,,1.0,,59.0,
we dont seem to have any positive income there>,1372.0,,0.0,,21.67905986161548,,0.0,,18.0,,0.0,,0.0,,0.0,,0.7688017266933342,,70.0,,162.9024867558818,,553.529538485521,,0.0,,0.0,,342.0323843731181,,1.5,,0.0,,1.0,,46.0,
we dont want to look bad to dyn>,5.0,,0.0,,20.514190562373784,,0.0,,12.0,,0.0,,0.0,,0.0,,0.6901337563165495,,57.0,,103.07707348641752,,584.9609305087507,,0.0,,0.0,,377.7266634067009,,1.0,,0.0,,1.0,,31.0,
we had a great time>,1271.0,,0.0,,21.81592416319016,,0.0,,9.0,,0.0,,0.0,,0.0,,0.7684752967995531,,32.0,,63.80098660094269,,550.0569176091797,,0.0,,0.0,,325.6361872576642,,1.0714285714285714,,0.0,,1.0,,19.0,
we had some measurement of gas from quantum throughout the month>,671.0,,0.0,,23.587548872469064,,0.0,,17.0,,0.0,,0.0,,0.0,,0.79796840022977,,86.0,,213.41482109612863,,508.74298405826175,,0.0,,0.0,,300.3185976296373,,2.034482758620689,,0.0,,1.0,,64.0,
we have been consistent and we have a good balance>,358.0,,0.0,,24.16963914920573,,0.0,,11.0,,0.0,,0.0,,0.0,,0.8730506275079623,,59.0,,190.21096940698,,496.4906561459503,,0.0,,0.0,,289.6063605352256,,3.333333333333333,,0.0,,1.0,,50.0,
we have been working on clay for four weeks>,615.0,,0.0,,21.71093087880856,,0.0,,16.0,,0.0,,0.0,,0.0,,0.7314988377851037,,62.0,,157.59296781585593,,552.7169731682426,,0.0,,0.0,,345.4759173570588,,1.68,,0.0,,1.0,,43.0,
we have lost not just a great friend>,0.0,,0.0,,23.032657510843222,,0.0,,12.0,,0.0,,0.0,,0.0,,0.8034952621808863,,52.0,,123.61818556690272,,520.9993677173678,,0.0,,0.0,,308.14378625379163,,1.6,,0.0,,1.0,,36.0,
we have lots of forks etc>,1220.0,,0.0,,24.908133327452312,,0.0,,5.0,,0.0,,0.0,,0.0,,0.912064060833958,,30.0,,93.79074518174347,,481.7703455430877,,0.0,,0.0,,261.328193904875,,3.6666666666666665,,0.0,,1.0,,25.0,
we have lots of paper stuff>,367.0,,0.0,,19.93341135110668,,0.0,,13.0,,0.0,,0.0,,0.0,,0.6785532561013425,,51.0,,105.05547065335058,,602.0043327573118,,0.0,,0.0,,395.956393500231,,0.9629629629629628,,0.0,,1.0,,27.0,
we havent made that decision here though>,1431.0,,0.0,,19.177270542760272,,0.0,,22.0,,3.0,,0.0,,1.0,,0.6875415592483946,,74.0,,136.35337095147295,,545.8589679402968,,1.0,,0.0,,355.4820800638062,,1.131578947368421,,0.0,,1.15,,40.0,
we havent sold the us business as yet>,653.0,,0.0,,19.266299929464825,,0.0,,17.0,,3.0,,1.0,,1.0,,0.7667459804230184,,61.0,,153.70084497999267,,537.9152406833854,,1.0,,0.0,,336.6554760701616,,1.6,,0.0,,1.162162162162162,,37.0,
we hope you found this information useful>,1189.0,,0.0,,22.64558866413374,,0.0,,11.0,,3.0,,0.0,,1.0,,0.8430272324066218,,53.0,,137.1245066815318,,463.6664630683672,,1.0,,0.0,,270.7618519247756,,2.857142857142857,,0.0,,1.146341463414634,,41.0,
we just need a sitter>,1037.0,,0.0,,23.122958408295784,,0.0,,9.0,,0.0,,0.0,,0.0,,0.7359381388421782,,30.0,,64.38993040100166,,518.9647357448337,,0.0,,0.0,,318.86441760998457,,1.6153846153846154,,0.0,,1.0,,21.0,
we just pulled schedules from the web>,943.0,,0.0,,24.008576944103105,,0.0,,13.0,,0.0,,0.0,,0.0,,0.7844689025649974,,46.0,,119.69512919554693,,499.8213774993188,,0.0,,0.0,,300.1250446264325,,2.1875,,0.0,,1.0,,37.0,
we know the engine is capable>,1299.0,,0.0,,21.31678635329737,,0.0,,10.0,,0.0,,0.0,,0.0,,0.7684817629408005,,45.0,,122.18564724901812,,562.9366359973762,,0.0,,0.0,,343.2013653352984,,1.2777777777777777,,0.0,,1.0,,29.0,
we know this is a big time at the speedway>,735.0,,0.0,,17.623972967093525,,0.0,,20.0,,7.0,,0.0,,2.0,,0.7818622188168518,,69.0,,182.0848458095418,,513.6544180957338,,1.0,,0.0,,337.6154666980914,,1.6551724137931034,,0.0,,1.3333333333333333,,42.0,
we lost player this week who picked baltimore sorry>,918.0,,0.0,,21.82459600426907,,0.0,,21.0,,0.0,,0.0,,0.0,,0.7261381087332613,,75.0,,182.95526242505125,,549.8383565795538,,0.0,,0.0,,348.1637972371366,,1.5454545454545454,,0.0,,1.0,,51.0,
we must be consistent>,506.0,,0.0,,14.21069953293357,,0.0,,8.0,,10.0,,1.0,,2.0,,0.8805926849885227,,34.0,,129.43581780997454,,442.32265070041217,,1.0,,0.0,,292.40450887246965,,3.2222222222222223,,0.0,,1.9523809523809523,,21.0,
we need a process to deal with this>,41.0,,0.0,,23.522813172716404,,0.0,,8.0,,1.0,,1.0,,0.0,,0.8742294490236255,,41.0,,143.91017583290673,,483.2934296233565,,1.0,,0.0,,272.4943796686426,,3.5,,0.0,,1.0571428571428572,,35.0,
we need this verified>,927.0,,0.0,,21.31458167602265,,0.0,,9.0,,0.0,,0.0,,0.0,,0.6048434617749902,,33.0,,66.39153914007429,,562.994863441262,,0.0,,0.0,,362.944766373469,,1.1764705882352942,,0.0,,1.0,,21.0,
we need to bring them along slowly>,1081.0,,0.0,,21.9449788852083,,0.0,,15.0,,0.0,,0.0,,0.0,,0.7223780382850223,,52.0,,122.50144090958229,,546.8221255883017,,0.0,,0.0,,338.20077002237605,,1.4545454545454546,,0.0,,1.0,,34.0,
we need to talk about this month>,818.0,,0.0,,21.27325766772697,,0.0,,11.0,,2.0,,0.0,,1.0,,0.8275037873361935,,46.0,,115.25122412883547,,503.1059591281807,,1.0,,0.0,,306.80535429457467,,1.9375,,0.0,,1.125,,32.0,
we obviously have a lot to talk about>,1266.0,,0.0,,21.82727794651189,,0.0,,10.0,,2.0,,0.0,,1.0,,0.8619842417572198,,49.0,,151.80887112211852,,497.4116737665808,,1.0,,0.0,,297.2700802598941,,2.333333333333333,,0.0,,1.108108108108108,,37.0,
we only have the power of persuasion>,686.0,,0.0,,17.569123701553867,,0.0,,16.0,,7.0,,0.0,,2.0,,0.7804131867202421,,56.0,,148.1703652602369,,495.52171757839017,,1.0,,0.0,,323.5643170423732,,1.7826086956521738,,0.0,,1.3888888888888888,,36.0,
we probably have to discuss trade behavior and margin>,608.0,,0.0,,22.39733313489205,,0.0,,20.0,,0.0,,0.0,,0.0,,0.791177666955224,,75.0,,189.70143078591764,,535.7780735647318,,0.0,,0.0,,328.3154089976189,,1.8888888888888888,,0.0,,1.0,,53.0,
we seem to be running in the same time slot more than anybody other>,210.0,,0.0,,17.189582015565804,,15.0,,25.0,,14.0,,1.0,,1.0,,0.8090676274688304,,82.0,,201.96308324203375,,456.77968462186624,,0.0,,1.0,,302.9622790816227,,2.0303030303030303,,22.388059701492537,,1.1940298507462686,,67.0,
we shall try to find a common agenda>,540.0,,0.0,,18.668782793725835,,0.0,,18.0,,3.0,,1.0,,1.0,,0.7577067344826323,,63.0,,154.81595960921047,,553.0934453219434,,1.0,,0.0,,355.4824763120756,,1.25,,0.0,,1.1666666666666667,,36.0,
we sold the uk business to aep>,1197.0,,0.0,,19.938480966774968,,0.0,,11.0,,3.0,,1.0,,1.0,,0.8094157287050024,,45.0,,127.48794006107704,,504.2537629023947,,1.0,,0.0,,308.24899285994474,,2.0,,0.0,,1.2,,30.0,
we talked quietly while everybody gathered>,752.0,,0.0,,21.825953278484494,,0.0,,12.0,,3.0,,0.0,,1.0,,0.8238037793141904,,52.0,,156.33333433968923,,482.4812053125205,,1.0,,0.0,,291.5476153201608,,2.533333333333333,,0.0,,1.1428571428571428,,42.0,
we tried to copy it and it worked for us>,1390.0,,0.0,,22.02571483750592,,0.0,,13.0,,0.0,,0.0,,0.0,,0.7528037105408716,,56.0,,154.55132989651585,,544.817731843423,,0.0,,0.0,,333.27732817622564,,1.809523809523809,,0.0,,1.0,,40.0,
